#From Nuclear Physics, Section A, Vol.133, p.417 (1969) via EXFOR
25.76   |   0.3     
26.03	|   3.5    
26.3	|   -1.8   
26.57	|   -1.3   
26.84	|   -0.1   
27.12	|   2.3    
27.66	|   1.9    
28.2	|   2.5    
28.48	|   6.3    
29.02	|   7.5    
29.56	|   10.5   
30.11	|   9.9    
30.65	|   12.2   
31.2	|   12.1   
