# From Nucl.Phys. A367 (1981) 237-268 smoothed curves via Scan
22.39     |    0.51
23.31     |    0.96
24.22     |    1.33
24.98     |    1.75
25.84     |    2.12
26.60     |    2.48
27.36     |    2.91
28.74     |    3.37
31.39     |    3.67
35.90     |    3.69
40.24     |    3.52
44.68     |    3.29
49.02     |    3.15
53.09     |    2.98
57.66     |    2.81
61.60     |    2.69
65.96     |    2.59
70.25     |    2.49
74.43     |    2.35
79.85     |    2.24
84.68     |    2.13
88.48     |    2.11
92.21     |    2.01
96.93     |    1.95
102.15     |   1.90
106.69     |   1.83
111.01     |   1.79
114.76     |   1.74
119.14     |   1.71
124.06     |   1.68
128.56     |   1.66
131.22     |   1.64
