# From Nucl.Phys. A367 (1981) 237-268 smoothed curves via Scan
31.31     |     0.24
35.13     |     0.54
38.11     |     0.83
40.74     |     1.10
44.14     |     1.39
49.38     |     1.57
54.00     |     1.64
57.61     |     1.67
62.27     |     1.70
67.01     |     1.71
70.56     |     1.71
75.99     |     1.71
80.22     |     1.72
84.58     |     1.72
89.90     |     1.71
94.39     |     1.7
98.05     |     1.69
102.79     |    1.67
107.36     |    1.66
111.39     |    1.65
115.43     |    1.63
119.88     |    1.60
124.89     |    1.59
129.39     |    1.58
133.49     |    1.56
137.17     |    1.55
